NodeIdentifier, Zone, PickupType, PickupDetails, UberGroupName, UberGroup, UberIdName, UberId, UberStateValue, X, Y, MapX, MapY
UpperWastes.FlowersSeed, Wastes, Quest, Seed, questUberStateGroup, 14019, gardenerSeedFlowersCollected, 20601, , 1995.7, -3650.6, 1995.6826, -3650.5928
UpperWastes.WallOre, Wastes, Resource, Ore, desertAGroup, 7228, gorlekOre, 8370, , 1951.6, -3615.8, 1951.6055, -3615.8252
WindtornRuins.EscapeRevisitEC, Ruins, Resource, Energy, windtornRuinsGroup, 10289, energyHalfCell, 44555, , 2053.7, -4050.2, 2053.74, -4049.1924
WindtornRuins.Seir, Ruins, Wisp, Seir, windtornRuinsGroup, 10289, wispRewardPickup, 22102, , 2151, -3568, 2151, -3568
WindtornRuins.HandToHandComplete, Ruins, Quest, Secrets, questUberStateGroup, 14019, tradeSequenceQuest, 26318, 11, 1969, -4024, 1969, -4024
WeepingRidge.Ore, Woods, Resource, Ore, corruptedPeakGroup, 36153, gorlekOreA, 3013, , 1305.5, -3732.6, 1305.48, -3732.58
WeepingRidge.LaunchTree, Woods, Ability, Launch, trees, 0, Launch, 8, , 1363, -3815, 1362.97, -3809.77
WeepingRidge.SpikeClimbEX, Woods, SpiritLight, 200, corruptedPeakGroup, 36153, expOrb, 36521, , 1381.9, -3767.2, 1381.8734, -3767.157
WeepingRidge.PortalEX, Woods, SpiritLight, 200, corruptedPeakGroup, 36153, xpOrbB, 12077, , 1331.1, -3797.6, 1331.0848, -3797.5515
WillowsEnd.SpikesOre, Willow, Resource, Ore, willowsEndGroup, 16155, gorlekOreA, 38979, , 557.0, -3876.3, 556.97656, -3876.315
WillowsEnd.EntryEX, Willow, SpiritLight, 200, willowsEndGroup, 16155, expOrbA, 49381, , 469.5, -3914.6, 469.46002, -3914.6375
WillowsEnd.PoisonfallHC, Willow, Resource, Life, willowsEndGroup, 16155, healthCellA, 46270, , 410.8, -3972.5, 410.8423, -3971.4604
WillowsEnd.LupoMap, Willow, Shop, LupoZoneMap, npcsStateGroup, 48248, hasMapWillowsEnd, 4045, , 474, -3859, 474, -3859
WillowsEnd.WindSpinOre, Willow, Resource, Ore, willowsEndGroup, 16155, gorlekOreA, 9230, , 326.1, -3810.4, 326.07446, -3810.4468
WillowsEnd.RedirectEX, Willow, SpiritLight, 200, willowsEndGroup, 16155, xpOrbA, 55446, , 653.6, -3780.1, 653.57104, -3780.0996
WillowsEnd.UpperLeftEX, Willow, SpiritLight, 200, corruptedPeakGroup, 36153, expOrbA, 23902, , 433.5, -3639.7, 433.44998, -3639.69
WillowsEnd.UpperRightEX, Willow, SpiritLight, 200, corruptedPeakGroup, 36153, expOrbB, 3662, , 540.3, -3655.0, 540.25415, -3654.963
TwillenShop.Overcharge, Shop, Shop, TwillenShard, twillenShop, 2, overcharge, 1, , , , ,
TwillenShop.TripleJump, Shop, Shop, TwillenShard, twillenShop, 2, tripleJump, 2, , , , ,
TwillenShop.Wingclip, Shop, Shop, TwillenShard, twillenShop, 2, wingclip, 3, , , , ,
TwillenShop.Swap, Shop, Shop, TwillenShard, twillenShop, 2, swap, 5, , , , ,
TwillenShop.LightHarvest, Shop, Shop, TwillenShard, twillenShop, 2, lightHarvest, 19, , , , ,
TwillenShop.Vitality, Shop, Shop, TwillenShard, twillenShop, 2, vitality, 22, , , , ,
TwillenShop.Energy, Shop, Shop, TwillenShard, twillenShop, 2, energy, 26, , , , ,
TwillenShop.Finesse, Shop, Shop, TwillenShard, twillenShop, 2, finesse, 40, , , , ,
OpherShop.WaterBreath, Shop, Shop, OpherWeapon, opherShop, 1, waterBreath, 23, , , , ,
OpherShop.Spike, Shop, Shop, OpherWeapon, opherShop, 1, spear, 74, , , , ,
OpherShop.SpiritSmash, Shop, Shop, OpherWeapon, opherShop, 1, hammer, 98, , , , ,
OpherShop.Teleport, Shop, Shop, OpherWeapon, opherShop, 1, fastTravel, 105, , , , ,
OpherShop.SpiritStar, Shop, Shop, OpherWeapon, opherShop, 1, shuriken, 106, , , , ,
OpherShop.Blaze, Shop, Shop, OpherWeapon, opherShop, 1, blaze, 115, , , , ,
OpherShop.Sentry, Shop, Shop, OpherWeapon, opherShop, 1, sentry, 116, , , , ,
OpherShop.ExplodingSpike, Shop, Shop, OpherWeapon, opherShop, 1, explodingSpear, 1074, , , , ,
OpherShop.ShockSmash, Shop, Shop, OpherWeapon, opherShop, 1, hammerShockwave, 1098, , , , ,
OpherShop.StaticStar, Shop, Shop, OpherWeapon, opherShop, 1, staticShuriken, 1106, , , , ,
OpherShop.ChargeBlaze, Shop, Shop, OpherWeapon, opherShop, 1, chargeBlaze, 1115, , , , ,
OpherShop.RapidSentry, Shop, Shop, OpherWeapon, opherShop, 1, rapidSentry, 1116, , , , ,
LupoShop.HCMapIcon, Shop, Shop, LupoMap, lupoShop, 15, hcMapIcons, 19396, 1, , , -209, -4162
LupoShop.ECMapIcon, Shop, Shop, LupoMap, lupoShop, 15, ecMapIcons, 57987, 1, , , -209, -4162
LupoShop.ShardMapIcon, Shop, Shop, LupoMap, lupoShop, 15, shardMapIcons, 41666, 1, , , -209, -4162
